"X","sample_pair","group","beta_div_method","beta_div_value","time"
1246,"213-234","Time 4","bray",0.845161290322581,4
1247,"213-247","Time 4","bray",0.915317559153176,4
1248,"213-249","Time 4","bray",0.879049676025918,4
1249,"213-258","Time 4","bray",0.848214285714286,4
1250,"213-276","Time 4","bray",0.874015748031496,4
1251,"213-311","Time 4","bray",0.924657534246575,4
1252,"213-333","Time 4","bray",0.919254658385093,4
1253,"213-338","Time 4","bray",0.895582329317269,4
1254,"213-345","Time 4","bray",0.904059040590406,4
1255,"213-43","Time 4","bray",0.890295358649789,4
1256,"213-49","Time 4","bray",0.929906542056075,4
1257,"213-65","Time 4","bray",0.882051282051282,4
1258,"213-85","Time 4","bray",0.902578796561605,4
1259,"213-9","Time 4","bray",0.898989898989899,4
1260,"213-92","Time 4","bray",0.906593406593407,4
1261,"221-234","Time 4","bray",0.891891891891892,4
1262,"221-247","Time 4","bray",0.864367816091954,4
1263,"221-249","Time 4","bray",0.845283018867925,4
1264,"221-258","Time 4","bray",0.903780068728522,4
1265,"221-276","Time 4","bray",0.900311526479751,4
1266,"221-311","Time 4","bray",0.938556067588326,4
1267,"221-333","Time 4","bray",0.885769603097774,4
1268,"221-338","Time 4","bray",0.917721518987342,4
1269,"221-345","Time 4","bray",0.923076923076923,4
1270,"221-43","Time 4","bray",0.868421052631579,4
1271,"221-49","Time 4","bray",0.915151515151515,4
1272,"221-65","Time 4","bray",0.864332603938731,4
1273,"221-85","Time 4","bray",0.890196078431372,4
1274,"221-9","Time 4","bray",0.88768898488121,4
1275,"221-92","Time 4","bray",0.883990719257541,4
1276,"234-247","Time 4","bray",0.928571428571429,4
1277,"234-249","Time 4","bray",0.903846153846154,4
1278,"234-258","Time 4","bray",0.853107344632768,4
1279,"234-276","Time 4","bray",0.864734299516908,4
1280,"234-311","Time 4","bray",0.94413407821229,4
1281,"234-333","Time 4","bray",0.94341675734494,4
1282,"234-338","Time 4","bray",0.831683168316832,4
1283,"234-345","Time 4","bray",0.866071428571429,4
1284,"234-43","Time 4","bray",0.88421052631579,4
1285,"234-49","Time 4","bray",0.931758530183727,4
1286,"234-65","Time 4","bray",0.883381924198251,4
1287,"234-85","Time 4","bray",0.910906298003072,4
1288,"234-9","Time 4","bray",0.896848137535817,4
1289,"234-92","Time 4","bray",0.892744479495268,4
1290,"247-249","Time 4","bray",0.725563909774436,4
1291,"247-258","Time 4","bray",0.873939393939394,4
1292,"247-276","Time 4","bray",0.817543859649123,4
1293,"247-311","Time 4","bray",0.866666666666667,4
1294,"247-333","Time 4","bray",0.72814294830887,4
1295,"247-338","Time 4","bray",0.842352941176471,4
1296,"247-345","Time 4","bray",0.844036697247706,4
1297,"247-43","Time 4","bray",0.880668257756563,4
1298,"247-49","Time 4","bray",0.793974732750243,4
1299,"247-65","Time 4","bray",0.822401614530777,4
1300,"247-85","Time 4","bray",0.767513471901463,4
1301,"247-9","Time 4","bray",0.833500501504513,4
1302,"247-92","Time 4","bray",0.819689119170984,4
1303,"249-258","Time 4","bray",0.851546391752577,4
1304,"249-276","Time 4","bray",0.70873786407767,4
1305,"249-311","Time 4","bray",0.862721893491124,4
1306,"249-333","Time 4","bray",0.794621026894866,4
1307,"249-338","Time 4","bray",0.792156862745098,4
1308,"249-345","Time 4","bray",0.796992481203007,4
1309,"249-43","Time 4","bray",0.823293172690763,4
1310,"249-49","Time 4","bray",0.782293178519594,4
1311,"249-65","Time 4","bray",0.831029185867896,4
1312,"249-85","Time 4","bray",0.787278415015641,4
1313,"249-9","Time 4","bray",0.808219178082192,4
1314,"249-92","Time 4","bray",0.7664,4
1315,"258-276","Time 4","bray",0.811594202898551,4
1316,"258-311","Time 4","bray",0.900990099009901,4
1317,"258-333","Time 4","bray",0.876518218623482,4
1318,"258-338","Time 4","bray",0.85239852398524,4
1319,"258-345","Time 4","bray",0.856655290102389,4
1320,"258-43","Time 4","bray",0.814671814671815,4
1321,"258-49","Time 4","bray",0.857777777777778,4
1322,"258-65","Time 4","bray",0.859223300970874,4
1323,"258-85","Time 4","bray",0.886111111111111,4
1324,"258-9","Time 4","bray",0.856459330143541,4
1325,"258-92","Time 4","bray",0.865284974093264,4
1326,"276-311","Time 4","bray",0.833333333333333,4
1327,"276-333","Time 4","bray",0.882121807465619,4
1328,"276-338","Time 4","bray",0.72093023255814,4
1329,"276-345","Time 4","bray",0.73374613003096,4
1330,"276-43","Time 4","bray",0.847750865051903,4
1331,"276-49","Time 4","bray",0.8,4
1332,"276-65","Time 4","bray",0.868778280542986,4
1333,"276-85","Time 4","bray",0.826666666666667,4
1334,"276-9","Time 4","bray",0.794642857142857,4
1335,"276-92","Time 4","bray",0.798076923076923,4
1336,"311-333","Time 4","bray",0.881305637982196,4
1337,"311-338","Time 4","bray",0.863708399366086,4
1338,"311-345","Time 4","bray",0.877488514548239,4
1339,"311-43","Time 4","bray",0.922455573505654,4
1340,"311-49","Time 4","bray",0.879012345679012,4
1341,"311-65","Time 4","bray",0.904145077720207,4
1342,"311-85","Time 4","bray",0.868518518518518,4
1343,"311-9","Time 4","bray",0.850899742930591,4
1344,"311-92","Time 4","bray",0.863270777479893,4
1345,"333-338","Time 4","bray",0.881539980256663,4
1346,"333-345","Time 4","bray",0.864734299516908,4
1347,"333-43","Time 4","bray",0.886113886113886,4
1348,"333-49","Time 4","bray",0.833892617449664,4
1349,"333-65","Time 4","bray",0.852686308492201,4
1350,"333-85","Time 4","bray",0.779753761969904,4
1351,"333-9","Time 4","bray",0.844827586206897,4
1352,"333-92","Time 4","bray",0.852836879432624,4
1353,"338-345","Time 4","bray",0.742138364779874,4
1354,"338-43","Time 4","bray",0.830985915492958,4
1355,"338-49","Time 4","bray",0.827368421052632,4
1356,"338-65","Time 4","bray",0.853546910755149,4
1357,"338-85","Time 4","bray",0.852348993288591,4
1358,"338-9","Time 4","bray",0.82392776523702,4
1359,"338-92","Time 4","bray",0.785888077858881,4
1360,"345-43","Time 4","bray",0.803921568627451,4
1361,"345-49","Time 4","bray",0.826961770623742,4
1362,"345-65","Time 4","bray",0.816993464052288,4
1363,"345-85","Time 4","bray",0.84354628422425,4
1364,"345-9","Time 4","bray",0.849462365591398,4
1365,"345-92","Time 4","bray",0.810623556581986,4
1366,"43-49","Time 4","bray",0.822894168466523,4
1367,"43-65","Time 4","bray",0.854117647058824,4
1368,"43-85","Time 4","bray",0.866302864938608,4
1369,"43-9","Time 4","bray",0.879350348027842,4
1370,"43-92","Time 4","bray",0.829573934837093,4
1371,"49-65","Time 4","bray",0.873376623376623,4
1372,"49-85","Time 4","bray",0.80952380952381,4
1373,"49-9","Time 4","bray",0.842443729903537,4
1374,"49-92","Time 4","bray",0.830508474576271,4
1375,"65-85","Time 4","bray",0.828442437923251,4
1376,"65-9","Time 4","bray",0.835616438356164,4
1377,"65-92","Time 4","bray",0.815217391304348,4
1378,"85-9","Time 4","bray",0.831838565022421,4
1379,"85-92","Time 4","bray",0.830232558139535,4
1380,"9-92","Time 4","bray",0.813620071684588,4
1381,"140-149","Time 5","bray",0.74869109947644,5
1382,"140-151","Time 5","bray",0.799457994579946,5
1383,"140-161","Time 5","bray",0.760980592441267,5
1384,"140-171","Time 5","bray",0.770972037283622,5
1385,"140-231","Time 5","bray",0.664444444444444,5
1386,"140-239","Time 5","bray",0.777117384843982,5
1387,"140-248","Time 5","bray",0.681456200227531,5
1388,"140-25","Time 5","bray",0.751918158567775,5
1389,"140-253","Time 5","bray",0.768976897689769,5
1390,"140-290","Time 5","bray",0.773533424283765,5
1391,"140-310","Time 5","bray",0.827586206896552,5
1392,"140-312","Time 5","bray",0.781767955801105,5
1393,"140-328","Time 5","bray",0.846645367412141,5
1394,"140-33","Time 5","bray",0.664502164502164,5
1395,"140-334","Time 5","bray",0.78021978021978,5
1396,"140-367","Time 5","bray",0.787190082644628,5
1397,"140-378","Time 5","bray",0.798581560283688,5
1398,"140-387","Time 5","bray",0.752808988764045,5
1399,"140-388","Time 5","bray",0.745819397993311,5
1400,"140-40","Time 5","bray",0.75402635431918,5
1401,"140-7","Time 5","bray",0.798115746971736,5
1402,"140-73","Time 5","bray",0.762352941176471,5
1403,"140-86","Time 5","bray",0.748387096774194,5
1404,"149-151","Time 5","bray",0.677685950413223,5
1405,"149-161","Time 5","bray",0.613793103448276,5
1406,"149-171","Time 5","bray",0.670020120724346,5
1407,"149-231","Time 5","bray",0.674922600619195,5
1408,"149-239","Time 5","bray",0.651551312649165,5
1409,"149-248","Time 5","bray",0.7408,5
1410,"149-25","Time 5","bray",0.450757575757576,5
1411,"149-253","Time 5","bray",0.758778625954198,5
1412,"149-290","Time 5","bray",0.69937369519833,5
1413,"149-310","Time 5","bray",0.588541666666667,5
1414,"149-312","Time 5","bray",0.714893617021277,5
1415,"149-328","Time 5","bray",0.78494623655914,5
1416,"149-33","Time 5","bray",0.716417910447761,5
1417,"149-334","Time 5","bray",0.649789029535865,5
1418,"149-367","Time 5","bray",0.658263305322129,5
1419,"149-378","Time 5","bray",0.716186252771619,5
1420,"149-387","Time 5","bray",0.714808043875686,5
1421,"149-388","Time 5","bray",0.440124416796268,5
1422,"149-40","Time 5","bray",0.766899766899767,5
1423,"149-7","Time 5","bray",0.644171779141104,5
1424,"149-73","Time 5","bray",0.691275167785235,5
1425,"149-86","Time 5","bray",0.665680473372781,5
1426,"151-161","Time 5","bray",0.753934191702432,5
1427,"151-171","Time 5","bray",0.681528662420382,5
1428,"151-231","Time 5","bray",0.732258064516129,5
1429,"151-239","Time 5","bray",0.73027989821883,5
1430,"151-248","Time 5","bray",0.786310517529215,5
1431,"151-25","Time 5","bray",0.705179282868526,5
1432,"151-253","Time 5","bray",0.742448330683625,5
1433,"151-290","Time 5","bray",0.664459161147903,5
1434,"151-310","Time 5","bray",0.731843575418994,5
1435,"151-312","Time 5","bray",0.761261261261261,5
1436,"151-328","Time 5","bray",0.826589595375723,5
1437,"151-33","Time 5","bray",0.745341614906832,5
1438,"151-334","Time 5","bray",0.705357142857143,5
1439,"151-367","Time 5","bray",0.787790697674419,5
1440,"151-378","Time 5","bray",0.708235294117647,5
1441,"151-387","Time 5","bray",0.662188099808061,5
1442,"151-388","Time 5","bray",0.705024311183144,5
1443,"151-40","Time 5","bray",0.766749379652605,5
1444,"151-7","Time 5","bray",0.740820734341253,5
1445,"151-73","Time 5","bray",0.680701754385965,5
1446,"151-86","Time 5","bray",0.661538461538462,5
1447,"161-171","Time 5","bray",0.76123595505618,5
1448,"161-231","Time 5","bray",0.716608594657375,5
1449,"161-239","Time 5","bray",0.744479495268139,5
1450,"161-248","Time 5","bray",0.735714285714286,5
1451,"161-25","Time 5","bray",0.636608344549125,5
1452,"161-253","Time 5","bray",0.754022988505747,5
1453,"161-290","Time 5","bray",0.755043227665706,5
1454,"161-310","Time 5","bray",0.729549248747913,5
1455,"161-312","Time 5","bray",0.766423357664234,5
1456,"161-328","Time 5","bray",0.856899488926746,5
1457,"161-33","Time 5","bray",0.735593220338983,5
1458,"161-334","Time 5","bray",0.747460087082729,5
1459,"161-367","Time 5","bray",0.707212055974166,5
1460,"161-378","Time 5","bray",0.747747747747748,5
1461,"161-387","Time 5","bray",0.729658792650919,5
1462,"161-388","Time 5","bray",0.613053613053613,5
1463,"161-40","Time 5","bray",0.816770186335404,5
1464,"161-7","Time 5","bray",0.767045454545455,5
1465,"161-73","Time 5","bray",0.718865598027127,5
1466,"161-86","Time 5","bray",0.712682379349046,5
1467,"171-231","Time 5","bray",0.703001579778831,5
1468,"171-239","Time 5","bray",0.650246305418719,5
1469,"171-248","Time 5","bray",0.781045751633987,5
1470,"171-25","Time 5","bray",0.681553398058252,5
1471,"171-253","Time 5","bray",0.766355140186916,5
1472,"171-290","Time 5","bray",0.71244635193133,5
1473,"171-310","Time 5","bray",0.69811320754717,5
1474,"171-312","Time 5","bray",0.737417943107221,5
1475,"171-328","Time 5","bray",0.81058495821727,5
1476,"171-33","Time 5","bray",0.771689497716895,5
1477,"171-334","Time 5","bray",0.579175704989154,5
1478,"171-367","Time 5","bray",0.783166904422254,5
1479,"171-378","Time 5","bray",0.639269406392694,5
1480,"171-387","Time 5","bray",0.741573033707865,5
1481,"171-388","Time 5","bray",0.701587301587302,5
1482,"171-40","Time 5","bray",0.735576923076923,5
1483,"171-7","Time 5","bray",0.634453781512605,5
1484,"171-73","Time 5","bray",0.735849056603774,5
1485,"171-86","Time 5","bray",0.716440422322775,5
1486,"231-239","Time 5","bray",0.726126126126126,5
1487,"231-248","Time 5","bray",0.671484888304862,5
1488,"231-25","Time 5","bray",0.683734939759036,5
1489,"231-253","Time 5","bray",0.747155499367889,5
1490,"231-290","Time 5","bray",0.700813008130081,5
1491,"231-310","Time 5","bray",0.776923076923077,5
1492,"231-312","Time 5","bray",0.765676567656766,5
1493,"231-328","Time 5","bray",0.830708661417323,5
1494,"231-33","Time 5","bray",0.627791563275434,5
1495,"231-334","Time 5","bray",0.711475409836066,5
1496,"231-367","Time 5","bray",0.752941176470588,5
1497,"231-378","Time 5","bray",0.724020442930153,5
1498,"231-387","Time 5","bray",0.733528550512445,5
1499,"231-388","Time 5","bray",0.681643132220796,5
1500,"231-40","Time 5","bray",0.741592920353982,5
1501,"231-7","Time 5","bray",0.7216,5
1502,"231-73","Time 5","bray",0.688524590163934,5
1503,"231-86","Time 5","bray",0.701970443349754,5
1504,"239-248","Time 5","bray",0.760299625468165,5
1505,"239-25","Time 5","bray",0.670480549199085,5
1506,"239-253","Time 5","bray",0.783687943262411,5
1507,"239-290","Time 5","bray",0.685567010309278,5
1508,"239-310","Time 5","bray",0.665529010238908,5
1509,"239-312","Time 5","bray",0.704485488126649,5
1510,"239-328","Time 5","bray",0.758007117437722,5
1511,"239-33","Time 5","bray",0.768566493955095,5
1512,"239-334","Time 5","bray",0.597911227154047,5
1513,"239-367","Time 5","bray",0.762439807383628,5
1514,"239-378","Time 5","bray",0.588888888888889,5
1515,"239-387","Time 5","bray",0.714912280701754,5
1516,"239-388","Time 5","bray",0.710144927536232,5
1517,"239-40","Time 5","bray",0.715976331360947,5
1518,"239-7","Time 5","bray",0.608040201005025,5
1519,"239-73","Time 5","bray",0.706930693069307,5
1520,"239-86","Time 5","bray",0.733333333333333,5
1521,"248-25","Time 5","bray",0.744945567651633,5
1522,"248-253","Time 5","bray",0.753246753246753,5
1523,"248-290","Time 5","bray",0.757575757575758,5
1524,"248-310","Time 5","bray",0.835671342685371,5
1525,"248-312","Time 5","bray",0.784615384615385,5
1526,"248-328","Time 5","bray",0.802874743326489,5
1527,"248-33","Time 5","bray",0.656050955414013,5
1528,"248-334","Time 5","bray",0.755517826825127,5
1529,"248-367","Time 5","bray",0.782870928829916,5
1530,"248-378","Time 5","bray",0.738515901060071,5
1531,"248-387","Time 5","bray",0.743202416918429,5
1532,"248-388","Time 5","bray",0.74934036939314,5
1533,"248-40","Time 5","bray",0.74264705882353,5
1534,"248-7","Time 5","bray",0.748344370860927,5
1535,"248-73","Time 5","bray",0.729957805907173,5
1536,"248-86","Time 5","bray",0.754740834386852,5
1537,"25-253","Time 5","bray",0.765230312035661,5
1538,"25-290","Time 5","bray",0.674044265593561,5
1539,"25-310","Time 5","bray",0.626865671641791,5
1540,"25-312","Time 5","bray",0.729508196721312,5
1541,"25-328","Time 5","bray",0.830769230769231,5
1542,"25-33","Time 5","bray",0.732558139534884,5
1543,"25-334","Time 5","bray",0.654471544715447,5
1544,"25-367","Time 5","bray",0.66120218579235,5
1545,"25-378","Time 5","bray",0.718550106609808,5
1546,"25-387","Time 5","bray",0.706194690265487,5
1547,"25-388","Time 5","bray",0.479576399394856,5
1548,"25-40","Time 5","bray",0.771812080536913,5
1549,"25-7","Time 5","bray",0.67258382642998,5
1550,"25-73","Time 5","bray",0.726384364820847,5
1551,"25-86","Time 5","bray",0.703170028818444,5
1552,"253-290","Time 5","bray",0.721153846153846,5
1553,"253-310","Time 5","bray",0.810964083175803,5
1554,"253-312","Time 5","bray",0.769105691056911,5
1555,"253-328","Time 5","bray",0.825918762088975,5
1556,"253-33","Time 5","bray",0.769325153374233,5
1557,"253-334","Time 5","bray",0.764135702746365,5
1558,"253-367","Time 5","bray",0.792782305005821,5
1559,"253-378","Time 5","bray",0.76510067114094,5
1560,"253-387","Time 5","bray",0.705202312138728,5
1561,"253-388","Time 5","bray",0.761421319796954,5
1562,"253-40","Time 5","bray",0.808362369337979,5
1563,"253-7","Time 5","bray",0.782334384858044,5
1564,"253-73","Time 5","bray",0.743589743589744,5
1565,"253-86","Time 5","bray",0.734470158343484,5
1566,"290-310","Time 5","bray",0.75070821529745,5
1567,"290-312","Time 5","bray",0.726651480637813,5
1568,"290-328","Time 5","bray",0.812316715542522,5
1569,"290-33","Time 5","bray",0.737089201877934,5
1570,"290-334","Time 5","bray",0.702031602708804,5
1571,"290-367","Time 5","bray",0.777452415812592,5
1572,"290-378","Time 5","bray",0.70952380952381,5
1573,"290-387","Time 5","bray",0.682170542635659,5
1574,"290-388","Time 5","bray",0.686274509803922,5
1575,"290-40","Time 5","bray",0.758793969849246,5
1576,"290-7","Time 5","bray",0.707423580786026,5
1577,"290-73","Time 5","bray",0.692035398230089,5
1578,"290-86","Time 5","bray",0.696124031007752,5
1579,"310-312","Time 5","bray",0.75,5
1580,"310-328","Time 5","bray",0.804878048780488,5
1581,"310-33","Time 5","bray",0.80514705882353,5
1582,"310-334","Time 5","bray",0.666666666666667,5
1583,"310-367","Time 5","bray",0.748299319727891,5
1584,"310-378","Time 5","bray",0.735384615384615,5
1585,"310-387","Time 5","bray",0.75771971496437,5
1586,"310-388","Time 5","bray",0.671179883945841,5
1587,"310-40","Time 5","bray",0.782178217821782,5
1588,"310-7","Time 5","bray",0.702479338842975,5
1589,"310-73","Time 5","bray",0.770212765957447,5
1590,"310-86","Time 5","bray",0.767272727272727,5
1591,"312-328","Time 5","bray",0.765060240963855,5
1592,"312-33","Time 5","bray",0.765079365079365,5
1593,"312-334","Time 5","bray",0.737327188940092,5
1594,"312-367","Time 5","bray",0.804154302670623,5
1595,"312-378","Time 5","bray",0.737226277372263,5
1596,"312-387","Time 5","bray",0.747534516765286,5
1597,"312-388","Time 5","bray",0.761194029850746,5
1598,"312-40","Time 5","bray",0.789203084832905,5
1599,"312-7","Time 5","bray",0.746102449888641,5
1600,"312-73","Time 5","bray",0.776978417266187,5
1601,"312-86","Time 5","bray",0.773584905660377,5
1602,"328-33","Time 5","bray",0.845864661654135,5
1603,"328-334","Time 5","bray",0.791666666666667,5
1604,"328-367","Time 5","bray",0.864583333333333,5
1605,"328-378","Time 5","bray",0.789137380191693,5
1606,"328-387","Time 5","bray",0.80440097799511,5
1607,"328-388","Time 5","bray",0.825742574257426,5
1608,"328-40","Time 5","bray",0.793814432989691,5
1609,"328-7","Time 5","bray",0.8005698005698,5
1610,"328-73","Time 5","bray",0.820960698689956,5
1611,"328-86","Time 5","bray",0.828996282527881,5
1612,"33-334","Time 5","bray",0.750788643533123,5
1613,"33-367","Time 5","bray",0.762013729977117,5
1614,"33-378","Time 5","bray",0.757774140752864,5
1615,"33-387","Time 5","bray",0.73974540311174,5
1616,"33-388","Time 5","bray",0.7359900373599,5
1617,"33-40","Time 5","bray",0.748726655348047,5
1618,"33-7","Time 5","bray",0.765793528505393,5
1619,"33-73","Time 5","bray",0.727513227513228,5
1620,"33-86","Time 5","bray",0.722488038277512,5
1621,"334-367","Time 5","bray",0.734513274336283,5
1622,"334-378","Time 5","bray",0.609638554216868,5
1623,"334-387","Time 5","bray",0.737769080234834,5
1624,"334-388","Time 5","bray",0.683690280065898,5
1625,"334-40","Time 5","bray",0.735368956743003,5
1626,"334-7","Time 5","bray",0.580573951434879,5
1627,"334-73","Time 5","bray",0.746428571428571,5
1628,"334-86","Time 5","bray",0.696875,5
1629,"367-378","Time 5","bray",0.770992366412214,5
1630,"367-387","Time 5","bray",0.762982689747004,5
1631,"367-388","Time 5","bray",0.671782762691854,5
1632,"367-40","Time 5","bray",0.826224328593997,5
1633,"367-7","Time 5","bray",0.772005772005772,5
1634,"367-73","Time 5","bray",0.76,5
1635,"367-86","Time 5","bray",0.725,5
1636,"378-387","Time 5","bray",0.721311475409836,5
1637,"378-388","Time 5","bray",0.763698630136986,5
1638,"378-40","Time 5","bray",0.72972972972973,5
1639,"378-7","Time 5","bray",0.632558139534884,5
1640,"378-73","Time 5","bray",0.731843575418994,5
1641,"378-86","Time 5","bray",0.721231766612642,5
1642,"387-388","Time 5","bray",0.717647058823529,5
1643,"387-40","Time 5","bray",0.781115879828326,5
1644,"387-7","Time 5","bray",0.779467680608365,5
1645,"387-73","Time 5","bray",0.66824644549763,5
1646,"387-86","Time 5","bray",0.685834502103787,5
1647,"388-40","Time 5","bray",0.786476868327402,5
1648,"388-7","Time 5","bray",0.720257234726688,5
1649,"388-73","Time 5","bray",0.684499314128944,5
1650,"388-86","Time 5","bray",0.671199011124845,5
1651,"40-7","Time 5","bray",0.75,5
1652,"40-73","Time 5","bray",0.774757281553398,5
1653,"40-86","Time 5","bray",0.774789915966387,5
1654,"7-73","Time 5","bray",0.756521739130435,5
1655,"7-86","Time 5","bray",0.731297709923664,5
1656,"73-86","Time 5","bray",0.690288713910761,5
