"","ASV1","ASV2","ASV25","ASV47","ASV69","ASV102","ASV178","ASV261","ASV315","ASV350","ASV352","ASV548","ASV764","ASV1180","ASV1510","ASV1650","ASV2247","ASV2263","ASV2385","ASV2679","ASV5312","ASV5425","ASV6615","ASV7140","ASV7525","ASV7760","ASV9005","ASV9196","ASV12760","ASV17612"
"27",0.00677200902934537,0.0564334085778781,0.372460496613996,0.191873589164785,0.18510158013544,0.0474040632054176,0.0135440180586907,0.0451467268623025,0.0135440180586907,0.00451467268623025,0.0270880361173815,0.00451467268623025,0.0112866817155756,0.0090293453724605,0.00225733634311512,0,0,0.00677200902934537,0,0.00225733634311512,0,0,0,0,0,0,0,0,0,0
"272",0.0225563909774436,0.0827067669172932,0.398496240601504,0.225563909774436,0.0977443609022556,0.0225563909774436,0.0075187969924812,0.0300751879699248,0.0225563909774436,0.0075187969924812,0.0451127819548872,0.0225563909774436,0,0,0,0,0,0.0075187969924812,0,0,0,0,0,0,0,0.0075187969924812,0,0,0,0
"275",0.0180722891566265,0.0843373493975904,0.421686746987952,0.265060240963855,0.0903614457831325,0.0180722891566265,0.0120481927710843,0.0421686746987952,0.00602409638554217,0,0.0240963855421687,0,0.00602409638554217,0,0,0,0,0.00602409638554217,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0
"276",0.0136986301369863,0.047945205479452,0.479452054794521,0.0753424657534247,0.267123287671233,0.0342465753424658,0.00684931506849315,0.00684931506849315,0.0136986301369863,0,0.0136986301369863,0.0205479452054795,0,0,0,0,0.00684931506849315,0.00684931506849315,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0
"279",0.0072463768115942,0.0543478260869565,0.481884057971015,0.13768115942029,0.173913043478261,0.0181159420289855,0.0144927536231884,0.0253623188405797,0.0072463768115942,0.0144927536231884,0.0326086956521739,0.0036231884057971,0,0.0108695652173913,0.0036231884057971,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0
"285",0.00224719101123596,0.0808988764044944,0.333707865168538,0.185393258426966,0.159550561797753,0.0573033707865168,0.00674157303370787,0.047191011235955,0.0247191011235955,0.00786516853932584,0.046067415730337,0.00449438202247191,0.0123595505617978,0.0146067415730337,0.00561797752808989,0,0.00112359550561798,0.00786516853932584,0,0.00112359550561798,0,0,0,0,0,0,0,0,0,0.00112359550561798
"286",0.00316957210776545,0.0586370839936608,0.362916006339146,0.259904912836768,0.106180665610142,0.0364500792393027,0.00792393026941363,0.0332805071315372,0.0158478605388273,0.00950871632329636,0.0507131537242472,0.0063391442155309,0.00792393026941363,0.0301109350237718,0.00316957210776545,0,0,0.00316957210776545,0,0,0,0.00316957210776545,0,0,0.00158478605388273,0,0,0,0,0
"287",0.00119189511323004,0.0202622169249106,0.34564958283671,0.177592371871275,0.179976162097735,0.0512514898688915,0.00595947556615018,0.0727056019070321,0.032181168057211,0.00476758045292014,0.0488676996424314,0.00238379022646007,0.0143027413587604,0.0250297973778307,0,0,0.00119189511323004,0.00238379022646007,0,0.00357568533969011,0,0,0.00119189511323004,0,0,0.00238379022646007,0.00119189511323004,0.00238379022646007,0.00238379022646007,0.00119189511323004
"29",0.00611620795107034,0.0489296636085627,0.428134556574924,0.180428134556575,0.155963302752294,0.036697247706422,0.0152905198776758,0.0703363914373089,0.018348623853211,0.00611620795107034,0.0152905198776758,0.00305810397553517,0.00305810397553517,0,0.00305810397553517,0,0,0.0091743119266055,0,0,0,0,0,0,0,0,0,0,0,0
"290",0,0.0895522388059702,0.467661691542288,0.139303482587065,0.203980099502488,0.0149253731343284,0.0099502487562189,0.0149253731343284,0.00497512437810945,0.0099502487562189,0.0248756218905473,0.00497512437810945,0,0.00497512437810945,0,0,0,0.0099502487562189,0,0,0,0,0,0,0,0,0,0,0,0
"291",0.0217391304347826,0.0652173913043478,0.478260869565217,0.152173913043478,0.130434782608696,0,0,0.0652173913043478,0,0.0434782608695652,0.0217391304347826,0,0,0,0,0,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0,0,0
"295",0,0.0588235294117647,0.588235294117647,0.235294117647059,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",0,0.210526315789474,0.421052631578947,0.157894736842105,0.157894736842105,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",0.00387596899224806,0.0891472868217055,0.434108527131784,0.174418604651163,0.201550387596899,0,0.00387596899224806,0.0193798449612403,0.00387596899224806,0.00387596899224806,0.0116279069767442,0.00775193798449612,0,0.0193798449612403,0.00387596899224806,0,0,0.0155038759689922,0.00775193798449612,0,0,0,0,0,0,0,0,0,0,0
"303",0.0128205128205128,0.0961538461538462,0.493589743589743,0.166666666666667,0.166666666666667,0.0128205128205128,0.0128205128205128,0.0128205128205128,0.0128205128205128,0.00641025641025641,0.00641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0.0488599348534202,0.325732899022801,0.299674267100977,0.0912052117263844,0.0651465798045603,0.00977198697068404,0.0390879478827362,0.0293159609120521,0.0130293159609121,0.0358306188925082,0.00325732899022801,0.0130293159609121,0.0228013029315961,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0
"310",0.0170940170940171,0.0341880341880342,0.495726495726496,0.0854700854700855,0.273504273504274,0.00854700854700855,0.0170940170940171,0.0256410256410256,0.00854700854700855,0,0.00854700854700855,0.00854700854700855,0.00854700854700855,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",0.00778210116731518,0.101167315175097,0.412451361867703,0.186770428015564,0.132295719844358,0.0233463035019455,0.00389105058365759,0.0389105058365759,0.0155642023346304,0,0.0233463035019455,0.0194552529182879,0.0116731517509728,0.00778210116731518,0.00778210116731518,0,0,0.00389105058365759,0,0.00389105058365759,0,0,0,0,0,0,0,0,0,0
"312",0.0112359550561798,0.0674157303370786,0.398876404494383,0.185393258426966,0.207865168539326,0.0337078651685393,0.0112359550561798,0.0393258426966292,0.0112359550561798,0,0.0280898876404494,0,0,0,0,0,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0
"316",0.00879765395894428,0.0469208211143695,0.457478005865102,0.170087976539589,0.0997067448680351,0.0234604105571848,0.0146627565982405,0.0527859237536657,0.00879765395894428,0.0117302052785924,0.0527859237536657,0.00879765395894428,0.00586510263929619,0.0117302052785924,0.00586510263929619,0.00293255131964809,0,0.00879765395894428,0,0.00293255131964809,0,0,0,0,0,0.00586510263929619,0,0,0,0
"318",0.008,0.072,0.452,0.192,0.112,0.02,0.004,0.068,0.008,0.008,0.02,0.012,0,0.008,0.004,0.004,0,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0
"32",0.0029673590504451,0.0445103857566765,0.362017804154302,0.198813056379822,0.201780415430267,0.0534124629080119,0.00593471810089021,0.0534124629080119,0.0207715133531157,0.00890207715133531,0.0178041543026706,0.0029673590504451,0.00890207715133531,0.0029673590504451,0.0029673590504451,0,0,0.00890207715133531,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0
"323",0,0.0106382978723404,0.606382978723404,0.117021276595745,0.223404255319149,0,0,0.0106382978723404,0,0,0.0106382978723404,0.0106382978723404,0,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",0.00970873786407767,0.116504854368932,0.427184466019417,0.223300970873786,0.12621359223301,0.0194174757281553,0.00970873786407767,0.029126213592233,0.00970873786407767,0.00970873786407767,0,0,0,0.00970873786407767,0,0,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0
"33",0.0056980056980057,0.0712250712250712,0.43874643874644,0.153846153846154,0.136752136752137,0.0256410256410256,0.0170940170940171,0.0626780626780627,0.0056980056980057,0.0113960113960114,0.0313390313390313,0.0056980056980057,0.0056980056980057,0.0056980056980057,0,0,0,0.0199430199430199,0,0,0,0,0,0,0,0,0,0,0,0.00284900284900285
"333",0.00155763239875389,0.0482866043613707,0.392523364485981,0.202492211838006,0.133956386292835,0.0404984423676012,0.00778816199376947,0.059190031152648,0.0202492211838006,0.0109034267912773,0.043613707165109,0.00467289719626168,0.00155763239875389,0.0109034267912773,0.00778816199376947,0,0,0.0109034267912773,0,0.00155763239875389,0,0,0,0,0.00155763239875389,0,0,0,0,0
"334",0.0104166666666667,0.0677083333333333,0.432291666666666,0.119791666666667,0.25,0.00520833333333333,0.00520833333333333,0.03125,0,0.00520833333333333,0.0208333333333333,0.0104166666666667,0,0.0104166666666667,0,0.00520833333333333,0.0104166666666667,0.015625,0,0,0,0,0,0,0,0,0,0,0,0
"338",0.0078740157480315,0.0393700787401575,0.503937007874015,0.181102362204724,0.165354330708661,0,0,0.062992125984252,0,0,0,0.031496062992126,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",0.00158227848101266,0.0791139240506329,0.379746835443039,0.175632911392405,0.14873417721519,0.0316455696202532,0.00791139240506329,0.0632911392405064,0.0158227848101266,0.00791139240506329,0.0395569620253165,0.00316455696202532,0.00632911392405063,0.0189873417721519,0,0.00316455696202532,0,0.0110759493670886,0,0.00158227848101266,0.00158227848101266,0,0,0,0.00158227848101266,0.00158227848101266,0,0,0,0
"341",0.00546448087431694,0.092896174863388,0.385245901639345,0.163934426229508,0.131147540983607,0.0355191256830601,0.0109289617486339,0.0437158469945355,0.0163934426229508,0.00819672131147541,0.0546448087431694,0.00819672131147541,0.00546448087431694,0.0136612021857923,0.00273224043715847,0,0,0.0109289617486339,0,0.00546448087431694,0,0.00273224043715847,0,0,0,0.00273224043715847,0,0,0,0
"342",0.00600600600600601,0.102102102102102,0.342342342342342,0.201201201201201,0.165165165165165,0.0450450450450451,0,0.0480480480480481,0.018018018018018,0.015015015015015,0.024024024024024,0,0.00600600600600601,0.018018018018018,0.003003003003003,0,0,0.00600600600600601,0,0,0,0,0,0,0,0,0,0,0,0
"343",0,0.0631229235880399,0.471760797342194,0.106312292358804,0.179401993355482,0.0299003322259136,0.0166112956810631,0.0431893687707641,0.00996677740863787,0.00996677740863787,0.0332225913621262,0.00332225913621262,0.00664451827242525,0.00332225913621262,0,0,0,0.0199335548172757,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0
"345",0.0129032258064516,0.0774193548387097,0.412903225806452,0.232258064516129,0.161290322580645,0,0.0129032258064516,0.0258064516129032,0.00645161290322581,0,0.0258064516129032,0,0.00645161290322581,0.0129032258064516,0,0,0,0.00645161290322581,0,0.00645161290322581,0,0,0,0,0,0,0,0,0,0
"348",0.00200803212851406,0.0602409638554217,0.333333333333334,0.236947791164658,0.146586345381526,0.0502008032128514,0.0120481927710843,0.0602409638554217,0.0301204819277109,0.00602409638554217,0.0220883534136546,0,0.00401606425702811,0.0240963855421687,0.00602409638554217,0,0.00200803212851406,0.00200803212851406,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0
"353",0.0056980056980057,0.0484330484330485,0.43874643874644,0.133903133903134,0.202279202279202,0.0427350427350427,0.0056980056980057,0.0398860398860399,0.0170940170940171,0.00854700854700855,0.0199430199430199,0.0056980056980057,0.00854700854700855,0.0056980056980057,0,0,0,0.0113960113960114,0.00284900284900285,0,0.00284900284900285,0,0,0,0,0,0,0,0,0
"357",0.00175438596491228,0.0666666666666666,0.314035087719299,0.257894736842106,0.14561403508772,0.0403508771929824,0,0.043859649122807,0.0280701754385965,0.00350877192982456,0.0333333333333333,0.00175438596491228,0.0140350877192982,0.031578947368421,0.00175438596491228,0,0,0.0087719298245614,0,0.00350877192982456,0,0,0,0.00175438596491228,0,0,0,0.00175438596491228,0,0
"358",0.0145985401459854,0.0510948905109489,0.437956204379562,0.138686131386861,0.211678832116788,0.0291970802919708,0.0218978102189781,0.0510948905109489,0,0.0145985401459854,0.0072992700729927,0.0145985401459854,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",0.015625,0.0859375,0.4296875,0.1484375,0.2109375,0.0234375,0.015625,0.03125,0.0078125,0.0078125,0.0078125,0,0,0.0078125,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0.00284090909090909,0.0596590909090909,0.360795454545454,0.186079545454546,0.139204545454545,0.046875,0.00710227272727273,0.0767045454545454,0.0255681818181818,0.00852272727272727,0.0426136363636363,0.00284090909090909,0.00568181818181818,0.0184659090909091,0.00426136363636364,0,0,0.00994318181818182,0,0,0,0,0,0,0,0.00142045454545455,0,0.00142045454545455,0,0
"365",0.00229357798165138,0.0355504587155963,0.326834862385321,0.139908256880733,0.22591743119266,0.0401376146788991,0.00688073394495413,0.0756880733944953,0.0309633027522936,0.00802752293577982,0.0263761467889908,0.00114678899082569,0.0160550458715596,0.0458715596330275,0.00229357798165138,0.00114678899082569,0,0.00344036697247706,0,0.00114678899082569,0,0.00344036697247706,0,0.00114678899082569,0,0.00114678899082569,0,0.00114678899082569,0,0.00344036697247706
"367",0.00602409638554217,0.0993975903614458,0.39156626506024,0.168674698795181,0.159638554216868,0.0240963855421687,0.00903614457831325,0.0271084337349398,0.0120481927710843,0.00903614457831325,0.036144578313253,0.00301204819277108,0.00301204819277108,0.0301204819277108,0.00301204819277108,0.00301204819277108,0.00301204819277108,0.00602409638554217,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0
"369",0.0101010101010101,0.0858585858585859,0.409090909090909,0.161616161616162,0.126262626262626,0.0303030303030303,0.0151515151515152,0.0404040404040404,0.0151515151515152,0.0202020202020202,0.0505050505050505,0.0101010101010101,0.0101010101010101,0.00505050505050505,0,0,0,0.00505050505050505,0,0.00505050505050505,0,0,0,0,0,0,0,0,0,0
"37",0.00699300699300699,0.0699300699300699,0.405594405594406,0.244755244755245,0.118881118881119,0.027972027972028,0.00699300699300699,0.048951048951049,0,0,0.020979020979021,0,0,0.034965034965035,0,0,0,0.013986013986014,0,0,0,0,0,0,0,0,0,0,0,0
"374",0.00425531914893617,0.0553191489361702,0.363829787234043,0.202127659574468,0.146808510638298,0.0425531914893617,0.0148936170212766,0.0553191489361702,0.0191489361702128,0.00851063829787234,0.0531914893617022,0.00212765957446809,0.00425531914893617,0.0127659574468085,0.00212765957446809,0.00212765957446809,0,0.00851063829787234,0,0.00212765957446809,0,0,0,0,0,0,0,0,0,0
"376",0.00300751879699248,0.0827067669172933,0.341353383458645,0.160902255639098,0.145864661654135,0.0451127819548872,0.0120300751879699,0.0541353383458647,0.0210526315789474,0.0135338345864662,0.0646616541353384,0.0105263157894737,0.00601503759398496,0.0075187969924812,0.00902255639097744,0,0,0.0165413533834586,0.00150375939849624,0.00150375939849624,0,0,0,0,0,0,0,0.00150375939849624,0.00150375939849624,0
"378",0.00568181818181818,0.0965909090909091,0.409090909090909,0.204545454545454,0.181818181818182,0.0113636363636364,0.0113636363636364,0.0227272727272727,0,0,0.0170454545454545,0.0113636363636364,0,0.0284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0.004739336492891,0.04739336492891,0.398104265402843,0.222748815165877,0.137440758293839,0.037914691943128,0.014218009478673,0.042654028436019,0.018957345971564,0.004739336492891,0.028436018957346,0.00947867298578199,0,0.023696682464455,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0.004739336492891,0,0,0,0
"387",0.00816326530612245,0.0938775510204081,0.424489795918367,0.23265306122449,0.102040816326531,0.0122448979591837,0.0163265306122449,0.0326530612244898,0.0163265306122449,0.00816326530612245,0.0326530612244898,0.00408163265306122,0,0.00816326530612245,0,0,0,0.00408163265306122,0,0,0,0.00408163265306122,0,0,0,0,0,0,0,0
"388",0.00286532951289398,0.0487106017191977,0.444126074498567,0.0916905444126074,0.303724928366762,0.0200573065902579,0.0114613180515759,0.00573065902578797,0.00573065902578797,0.00859598853868195,0.0257879656160458,0.0114613180515759,0.00573065902578797,0.00573065902578797,0.00286532951289398,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0
"40",0.0133333333333333,0.08,0.433333333333333,0.2,0.14,0.0333333333333333,0,0.0266666666666667,0.02,0.00666666666666667,0.0266666666666667,0.00666666666666667,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0.00546448087431694,0.0765027322404372,0.297814207650273,0.311475409836066,0.120218579234973,0.051912568306011,0.00819672131147541,0.0491803278688525,0.0245901639344262,0.00546448087431694,0.0218579234972678,0,0.00819672131147541,0.00546448087431694,0.00819672131147541,0,0,0.00273224043715847,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0
"43",0.0175438596491228,0.105263157894737,0.324561403508772,0.324561403508772,0.12280701754386,0.0175438596491228,0.0175438596491228,0.0614035087719298,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",0.0194174757281553,0.087378640776699,0.514563106796116,0.203883495145631,0.058252427184466,0.00970873786407767,0,0.0388349514563107,0.00970873786407767,0,0.0388349514563107,0.00970873786407767,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",0.00588235294117647,0.0529411764705882,0.470588235294117,0.135294117647059,0.129411764705882,0.0352941176470588,0,0.0647058823529412,0.00588235294117647,0.0235294117647059,0.0352941176470588,0.0117647058823529,0,0.0117647058823529,0,0,0,0.0176470588235294,0,0,0,0,0,0,0,0,0,0,0,0
"48",0,0.0239520958083832,0.419161676646708,0.221556886227545,0.146706586826347,0.0508982035928144,0,0.0568862275449102,0.0209580838323353,0.00898203592814371,0.0269461077844311,0.0029940119760479,0.0029940119760479,0.00598802395209581,0,0.0029940119760479,0,0.0029940119760479,0,0.0029940119760479,0,0.0029940119760479,0,0,0,0,0,0,0,0
"49",0.00386100386100386,0.0965250965250966,0.413127413127413,0.231660231660232,0.142857142857143,0.0115830115830116,0.00386100386100386,0.0308880308880309,0.0115830115830116,0.00386100386100386,0.0308880308880309,0.00386100386100386,0,0.00386100386100386,0,0,0.00386100386100386,0.00386100386100386,0.00386100386100386,0,0,0,0,0,0,0,0,0,0,0
"5",0.00746268656716418,0.0373134328358209,0.574626865671643,0.0597014925373134,0.201492537313433,0.00746268656716418,0.00746268656716418,0.0373134328358209,0.00746268656716418,0.0149253731343284,0.00746268656716418,0.00746268656716418,0,0.0149253731343284,0,0,0,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0
"52",0.00560224089635854,0.0504201680672269,0.408963585434173,0.19047619047619,0.148459383753501,0.0448179271708683,0.00560224089635854,0.0504201680672269,0.0280112044817927,0.00840336134453781,0.0252100840336134,0.00560224089635854,0.00840336134453781,0.00560224089635854,0,0,0,0.0112044817927171,0,0,0,0,0,0,0,0.00280112044817927,0,0,0,0
"55",0.00128865979381443,0.0257731958762887,0.314432989690721,0.162371134020618,0.229381443298969,0.059278350515464,0.0115979381443299,0.0695876288659794,0.0335051546391752,0.00515463917525773,0.0425257731958763,0,0.0103092783505155,0.0141752577319588,0.00128865979381443,0.00128865979381443,0,0.00644329896907216,0,0.0038659793814433,0,0.00128865979381443,0.00128865979381443,0,0,0.00128865979381443,0.00128865979381443,0.00128865979381443,0.00128865979381443,0
"62",0.00796812749003984,0.0677290836653386,0.418326693227091,0.203187250996016,0.131474103585657,0.0278884462151394,0.00398406374501992,0.0517928286852589,0.0159362549800797,0.00398406374501992,0.0239043824701195,0.0159362549800797,0.0119521912350598,0.00398406374501992,0,0,0,0.0119521912350598,0,0,0,0,0,0,0,0,0,0,0,0
"63",0.00293685756240822,0.0249632892804699,0.375917767988254,0.126284875183553,0.220264317180617,0.0748898678414096,0.00734214390602056,0.0602055800293685,0.039647577092511,0.00734214390602056,0.0308370044052864,0,0.00881057268722467,0.00587371512481645,0.00293685756240822,0,0,0.00734214390602056,0,0.00293685756240822,0,0,0,0,0,0.00146842878120411,0,0,0,0
"65",0.00823045267489712,0.065843621399177,0.411522633744855,0.209876543209877,0.123456790123457,0.0329218106995885,0.0123456790123457,0.0617283950617284,0.0123456790123457,0,0.0329218106995885,0.00823045267489712,0,0.0123456790123457,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.0100502512562814,0.0653266331658292,0.472361809045227,0.125628140703518,0.256281407035176,0.0100502512562814,0.0050251256281407,0.0251256281407035,0,0.0050251256281407,0.0150753768844221,0.0050251256281407,0,0,0,0,0,0,0,0.0050251256281407,0,0,0,0,0,0,0,0,0,0
"73",0.00354609929078014,0.0673758865248227,0.450354609929079,0.124113475177305,0.187943262411348,0.0177304964539007,0.0141843971631206,0.0602836879432624,0.0141843971631206,0.0141843971631206,0.0141843971631206,0.00709219858156028,0.0106382978723404,0.00709219858156028,0.00354609929078014,0,0,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0
"76",0.00842696629213483,0.0646067415730337,0.382022471910113,0.160112359550562,0.162921348314607,0.0337078651685393,0.0140449438202247,0.0365168539325843,0.0224719101123595,0.0196629213483146,0.0449438202247191,0.00561797752808989,0.00280898876404494,0.0140449438202247,0.00561797752808989,0.00561797752808989,0.00280898876404494,0.00561797752808989,0,0.00842696629213483,0,0,0,0,0,0,0,0,0,0
"83",0.00564971751412429,0.056497175141243,0.389830508474575,0.217514124293785,0.166666666666667,0.0282485875706215,0.0112994350282486,0.0310734463276836,0.0225988700564972,0.00282485875706215,0.0367231638418079,0.00282485875706215,0,0.0141242937853107,0.00564971751412429,0,0,0.00564971751412429,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0
"85",0.0043859649122807,0.0592105263157895,0.403508771929826,0.230263157894737,0.149122807017544,0.0285087719298246,0.0043859649122807,0.037280701754386,0.0087719298245614,0.0043859649122807,0.0416666666666667,0.0087719298245614,0.00219298245614035,0.0043859649122807,0.00219298245614035,0,0.0043859649122807,0.00657894736842105,0,0,0,0,0,0,0,0,0,0,0,0
"86",0.00546448087431694,0.0901639344262296,0.418032786885246,0.150273224043716,0.177595628415301,0.0218579234972678,0.0218579234972678,0.0409836065573771,0.0109289617486339,0.00819672131147541,0.0109289617486339,0.00819672131147541,0.00819672131147541,0.00273224043715847,0,0.00273224043715847,0.00273224043715847,0.0163934426229508,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0
"87",0.00381679389312977,0.0534351145038168,0.431297709923665,0.194656488549619,0.133587786259542,0.049618320610687,0.00763358778625954,0.049618320610687,0.0152671755725191,0.0152671755725191,0.00763358778625954,0.00381679389312977,0.0152671755725191,0.00763358778625954,0.00381679389312977,0,0,0.00381679389312977,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0
"9",0.0091743119266055,0.0871559633027523,0.380733944954128,0.23394495412844,0.142201834862385,0.0275229357798165,0.0091743119266055,0.036697247706422,0.00458715596330275,0.0091743119266055,0.0412844036697248,0,0.00458715596330275,0.0091743119266055,0,0,0,0,0,0,0,0.00458715596330275,0,0,0,0,0,0,0,0
"92",0.00442477876106195,0.0530973451327434,0.446902654867257,0.168141592920354,0.172566371681416,0.0309734513274336,0.0132743362831858,0.0353982300884956,0.0132743362831858,0.00442477876106195,0.0176991150442478,0.0176991150442478,0,0,0.00442477876106195,0,0,0.0176991150442478,0,0,0,0,0,0,0,0,0,0,0,0
"96",0.00719424460431655,0.0575539568345324,0.467625899280574,0.115107913669065,0.237410071942446,0.0107913669064748,0.0143884892086331,0.0179856115107914,0.0107913669064748,0.0143884892086331,0.0179856115107914,0,0.00359712230215827,0.0143884892086331,0.00359712230215827,0,0,0.00719424460431655,0,0,0,0,0,0,0,0,0,0,0,0
"99",0.0054945054945055,0.0604395604395604,0.351648351648351,0.173076923076923,0.208791208791209,0.0494505494505494,0.0054945054945055,0.0494505494505494,0.0192307692307692,0.00824175824175824,0.0274725274725275,0.0054945054945055,0.0054945054945055,0.00824175824175824,0.00824175824175824,0,0.00274725274725275,0.00824175824175824,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0
